title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link,kecamatan,kabupaten_kota,total_rooms,min_area_needed,price_per_m2_land,price_per_m2_building,building_efficiency,listing_age_days,room_density,bathroom_bedroom_ratio,fuzzy_area_quality,fuzzy_quality_score,efficiency_category,kecamatan_encoded,kabupaten_kota_encoded
Rumah 2 Lantai Ada Kolam Renang View Merapi di Sleman Yogyakarta,15000000000.0,4.0,2.0,1,90.0,120.0,"Rumah, Premier, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Royal Pratama Indah,2025-05-06 09:00:25.150289,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos17836453/,Umbulharjo,Yogyakarta,6.0,54.0,166666666.66666666,125000000.0,1.3333333333333333,0,0.05,0.5,0.262308375056353,0.262308375056353,very_high,26,0
Rumah Baru 2 Lantai Ada Kolam Renang di Ngaglik Yogyakarta,15000000000.0,4.0,2.0,1,90.0,120.0,"Rumah, Premier, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Royal Pratama Indah,2025-05-06 09:00:25.150297,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17940409/,Maguwoharjo,Yogyakarta,6.0,54.0,166666666.66666666,125000000.0,1.3333333333333333,0,0.05,0.5,0.262308375056353,0.262308375056353,very_high,13,0
Rumah Baru 2lt View Gunung Merapi di Sleman Yogyakarta,15000000000.0,4.0,2.0,1,90.0,120.0,"Rumah, Premier, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Royal Pratama Indah,2025-05-06 09:00:25.150319,"Sleman, Yogyakarta",/properti/yogyakarta/hos17940336/,Sleman,Yogyakarta,6.0,54.0,166666666.66666666,125000000.0,1.3333333333333333,0,0.05,0.5,0.262308375056353,0.262308375056353,very_high,24,0
Rumah 2 Lantai Baru Unfurnished SHM Dekat Kantor Kecamatan Ngaglik Sleman,141000000000.0,3.0,2.0,1,90.0,110.0,"Rumah, Premier, Dekat Sekolah, Dekat Tempat Wisata, Dekat Landmark",Akatara Indah Land,2025-04-30 14:00:25.150326,"Sleman, Yogyakarta",/properti/yogyakarta/hos17924775/,Sleman,Yogyakarta,5.0,45.0,1566666666.6666667,1281818181.8181818,1.2222222222222223,6,0.045454545454545456,0.6666666666666666,0.262308375056353,0.262308375056353,very_high,24,0
Siap Huni Dijual Rumah 2 Lantai Area Sleman City Hall SHM Banyak Bonus,195000000000.0,3.0,2.0,1,109.0,115.0,"Rumah, Premier, Full Furnished, Siap Huni, Dekat Pusat Perbelanjaan",Akatara Indah Land,2025-04-30 14:00:25.150327,"Sleman, Yogyakarta",/properti/yogyakarta/hos17561349/,Sleman,Yogyakarta,5.0,45.0,1788990825.6880734,1695652173.9130435,1.055045871559633,6,0.043478260869565216,0.6666666666666666,0.42959656484386244,0.42959656484386244,very_high,24,0
Rumah 2 Lantai Baru SHM + Private Pool View Merapi,175000000000.0,3.0,3.0,1,126.0,144.0,"Rumah, Premier, Dekat Sekolah, Dekat Tempat Wisata, Dekat Landmark",Akatara Indah Land,2025-04-30 14:00:25.150329,"Kaliurang, Yogyakarta",/properti/yogyakarta/hos17462285/,Kaliurang,Yogyakarta,6.0,54.0,1388888888.8888888,1215277777.7777777,1.1428571428571428,6,0.041666666666666664,1.0,0.49999999999999983,0.49999999999999983,very_high,9,0
Rumah Cantik Baru Shm Siap Huni Di Sleman Wedomartani,849000000.0,3.0,2.0,1,107.0,90.0,"Rumah, Premier, Siap Huni, Dekat Sekolah",Wisnu Kawiryan,2025-04-29 14:00:25.150351,"Sleman, Yogyakarta",/properti/yogyakarta/hos17941774/,Sleman,Yogyakarta,5.0,45.0,7934579.4392523365,9433333.333333334,0.8411214953271028,7,0.05555555555555555,0.6666666666666666,0.4172568758470343,0.4172568758470343,high,24,0
Jual Rumah Kuantan Regency Harga Terjangkau,950000000.0,2.0,1.0,1,80.0,40.0,"Rumah, Premier, Dekat Akses Transportasi, Dekat Sekolah",Steven Kurniawan,2025-05-05 14:00:25.150365,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos18098355/,Umbulharjo,Yogyakarta,3.0,27.0,11875000.0,23750000.0,0.5,1,0.075,0.5,0.17183297431384945,0.17183297431384945,low,26,0
Rumah Cantik Istimewa - Harga Murah Dengan Tanah Luas Di Sidoarum Godean Sleman Dekat Bantulan,750000000.0,3.0,2.0,1,167.0,100.0,"Rumah, Premier, Dekat Sekolah",Ayanti Sahabat Properti Jogja,2025-05-02 14:00:25.150421,"Sidoarum, Yogyakarta",/properti/yogyakarta/hos17707554/,Sidoarum,Yogyakarta,5.0,45.0,4491017.964071856,7500000.0,0.5988023952095808,4,0.05,0.6666666666666666,0.49999999999999994,0.49999999999999994,medium,23,0
Rumah Mewah Tengah Kota Dekat Malioboro Yogyakarta,237000000000.0,3.0,3.0,1,136.0,150.0,"Rumah, Premier, Full Furnished",Winata,2025-05-02 14:00:25.150425,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos15842968/,Umbulharjo,Yogyakarta,6.0,54.0,1742647058.8235295,1580000000.0,1.1029411764705883,4,0.04,1.0,0.49999999999999967,0.49999999999999967,very_high,26,0
"Rumah Murah Dengan Promo 99, Hanya 200 Jt An Desain Joglo Di Yogyakarta",275000000.0,2.0,1.0,1,70.0,36.0,"Rumah, Premier, Dekat Akses Transportasi, Dekat Sekolah, Dekat Tempat Ibadah",Arum ciptanugraha,2025-05-02 14:00:25.150426,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos18070153/,Maguwoharjo,Yogyakarta,3.0,27.0,3928571.4285714286,7638888.888888889,0.5142857142857142,4,0.08333333333333333,0.5,0.16338975379876605,0.16338975379876605,medium,13,0
"Big Sale, Promo 99. Rumah Etnik Desain Joglo 400 Jt An, Shm.",450000000.0,2.0,1.0,1,75.0,36.0,"Rumah, Premier, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Yunna ciptanugraha,2025-05-02 14:00:25.150428,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos18069786/,Maguwoharjo,Yogyakarta,3.0,27.0,6000000.0,12500000.0,0.48,4,0.08333333333333333,0.5,0.1675361751912766,0.1675361751912766,low,13,0
"Sertifikat Hak Milik, Bisa Kredit, Cash Lebih Murah, Hunian Etnik Minimalis Desain Etnik",275000000.0,2.0,1.0,1,70.0,36.0,"Rumah, Premier, Dekat Akses Transportasi, Dekat Sekolah, Dekat Tempat Ibadah",Yunna ciptanugraha,2025-05-02 14:00:25.150429,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17839410/,Maguwoharjo,Yogyakarta,3.0,27.0,3928571.4285714286,7638888.888888889,0.5142857142857142,4,0.08333333333333333,0.5,0.16338975379876605,0.16338975379876605,medium,13,0
Rumah Kolam Renang Villa Dalam Kota Jogja,3000000000.0,2.0,3.0,1,280.0,150.0,"Rumah, Premier, Dekat Pusat Perbelanjaan",tri indarto,2025-05-01 14:00:25.150465,"Mantrijeron, Yogyakarta",/properti/yogyakarta/hos6918703/,Mantrijeron,Yogyakarta,5.0,45.0,10714285.714285715,20000000.0,0.5357142857142857,5,0.03333333333333333,1.5,0.49999999999999967,0.49999999999999967,medium,14,0
Rumah Baru Di Wedomartani Utara Jogja Bay Maguwoharjo,148000000000.0,4.0,4.0,1,119.0,130.0,"Rumah, Premier, Dekat Sekolah",Muhlisin panoramicland,2025-04-29 14:00:25.150475,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17967929/,Maguwoharjo,Yogyakarta,8.0,72.0,1243697478.9915967,1138461538.4615386,1.0924369747899159,7,0.06153846153846154,1.0,0.48760050633250374,0.48760050633250374,very_high,13,0
"Promo Merdeka, Rumah Cantik Desain Etnik 400 Jutaan, Shm.",450000000.0,2.0,1.0,1,75.0,36.0,"Rumah, Premier, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Yunna ciptanugraha,2025-04-22 14:00:25.150477,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17874775/,Maguwoharjo,Yogyakarta,3.0,27.0,6000000.0,12500000.0,0.48,14,0.08333333333333333,0.5,0.1675361751912766,0.1675361751912766,low,13,0
RUMAH CANTIK MODERN KEKINIAN DENGAN TATA RUANG NYAMAN BANGET DI MAGUWOHARJO DEPOK SLEMAN DEKAT PASAR STAN,879000000.0,3.0,2.0,1,114.0,60.0,"Rumah, Premier",Ayanti Sahabat Properti Jogja,2025-04-29 14:00:25.150506,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17683789/,Maguwoharjo,Yogyakarta,5.0,45.0,7710526.315789473,14650000.0,0.5263157894736842,7,0.08333333333333333,0.6666666666666666,0.18613545911023724,0.18613545911023724,medium,13,0
"Rumah Nyaman Siap Huni di Magenta Residence, Maguwoharjo, Depok, Sleman",172000000000.0,4.0,4.0,1,124.0,160.0,"Rumah, Premier, Siap Huni, Bebas Banjir, Dekat Akses Transportasi",Dedy Indrawan,2025-04-15 14:00:25.150520,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17848659/,Maguwoharjo,Yogyakarta,8.0,72.0,1387096774.1935484,1075000000.0,1.2903225806451613,21,0.05,1.0,0.5000000000000001,0.5000000000000001,very_high,13,0
Rumah Baru Shm Dijual Sidoarum Jogja Gamping Sleman Yogyakarta,715000000.0,2.0,2.0,1,100.0,70.0,"Rumah, Featured, Dekat Sekolah",Pt Menoreh Megah Abhipraya,2025-05-03 14:00:25.150532,"Sidoarum, Yogyakarta",/properti/yogyakarta/hos18020352/,Sidoarum,Yogyakarta,4.0,36.0,7150000.0,10214285.714285715,0.7,3,0.05714285714285714,1.0,0.3377697305035044,0.3377697305035044,medium,23,0
Rumah Estetik Dekat Sd Model Wedomartani Sleman,835000000.0,3.0,2.0,1,102.0,75.0,"Rumah, Featured, Dekat Sekolah, Dekat Tempat Wisata",Wisnu Kawiryan,2025-04-29 14:00:25.150546,"Sleman, Yogyakarta",/properti/yogyakarta/hos17963565/,Sleman,Yogyakarta,5.0,45.0,8186274.509803922,11133333.333333334,0.7352941176470589,7,0.06666666666666667,0.6666666666666666,0.3845723150477789,0.3845723150477789,high,24,0
Rumah Dalam Kota Jogja Masuk Wilayah Kodya,1000000000.0,3.0,2.0,1,105.0,85.0,"Rumah, Featured",tri indarto,2025-04-29 14:00:25.150560,"Kotagede, Yogyakarta",/properti/yogyakarta/hos12555877/,Kotagede,Yogyakarta,5.0,45.0,9523809.523809524,11764705.88235294,0.8095238095238095,7,0.058823529411764705,0.6666666666666666,0.4045235606617129,0.4045235606617129,high,10,0
"Rumah Di Cluster, Sleman Yogyakarta",169000000000.0,3.0,3.0,1,172.0,100.0,"Rumah, Featured, Dekat Tempat Wisata",Aria Maharani,2025-05-01 14:00:25.150590,"Sleman, Yogyakarta",/properti/yogyakarta/hos16629118/,Sleman,Yogyakarta,6.0,54.0,982558139.5348837,1690000000.0,0.5813953488372093,5,0.06,1.0,0.4999999999999998,0.4999999999999998,medium,24,0
"Rumah Cocok Untuk Usaha, Gunung Ketur, Pakualaman, Jogja",35000000000.0,4.0,2.0,1,314.0,200.0,"Rumah, Featured, Dekat Sekolah",RINTO TANIZAR,2025-04-29 14:00:25.150599,"Pakualaman, Yogyakarta",/properti/yogyakarta/hos17991733/,Pakualaman,Yogyakarta,6.0,54.0,111464968.15286624,175000000.0,0.6369426751592356,7,0.03,0.5,0.5,0.5,medium,19,0
Dijual Rumah Perumahan Paradise Yogyakarta Palagan,47000000000.0,4.0,3.0,1,232.0,200.0,"Rumah, Dekat Sekolah, Dekat Tempat Ibadah",wahyu sasangka nuragung,2025-05-04 14:00:25.150611,"Sleman, Yogyakarta",/properti/yogyakarta/hos14740929/,Sleman,Yogyakarta,7.0,63.0,202586206.89655173,235000000.0,0.8620689655172413,2,0.035,0.75,0.5000000000000001,0.5000000000000001,high,24,0
DIJUAL RUMAH 2 LANTAI KONDISI BAGUS DAERAH JOGJA SEMI FURNISHED HADAP SELATAN,13000000000.0,3.0,3.0,1,112.0,103.0,"Rumah, Full Furnished",Lusiana kusuma,2025-05-06 00:00:25.150625,"Bantul, Yogyakarta",/properti/yogyakarta/hos17081388/,Bantul,Yogyakarta,6.0,45.0,116071428.57142857,126213592.23300971,0.9196428571428571,0,0.05825242718446602,1.0,0.44749499914235247,0.44749499914235247,high,0,0
Termurah dan Mewah di Jogja Rumah Dekat Bandara Adisutjipto,127000000000.0,3.0,3.0,1,110.0,114.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Arif Faiza,2025-05-05 20:00:25.150634,"Jetis, Yogyakarta",/properti/yogyakarta/hos17840714/,Jetis,Yogyakarta,6.0,54.0,1154545454.5454545,1114035087.7192984,1.0363636363636364,0,0.05263157894736842,1.0,0.4356227188480291,0.4356227188480291,very_high,8,0
Dijual Cepat Rumah Cantik 2 Lantai Dekat Bandara Adisutjipto,127000000000.0,3.0,3.0,1,110.0,114.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Arif Faiza,2025-05-05 20:00:25.150636,"Kraton, Yogyakarta",/properti/yogyakarta/hos17972866/,Kraton,Yogyakarta,6.0,54.0,1154545454.5454545,1114035087.7192984,1.0363636363636364,0,0.05263157894736842,1.0,0.4356227188480291,0.4356227188480291,very_high,11,0
Jual Rumah 1 Lantai Halaman Luas di Purwomartani Sleman,135000000000.0,4.0,2.0,1,207.0,160.0,"Rumah, Siap Huni, Dekat Tempat Ibadah",Bella Viva,2025-04-29 14:00:25.150662,"Purwomartani, Yogyakarta",/properti/yogyakarta/hos17709146/,Purwomartani,Yogyakarta,6.0,54.0,652173913.0434783,843750000.0,0.7729468599033816,7,0.0375,0.5,0.5000000000000001,0.5000000000000001,high,21,0
MURAH BANGET! RUMAH BARU SIAP HUNI - CANTIK MENARIK DI DEKAT PASAR STAN MAGUWOHARJO DEPOK SLEMAN,685000000.0,3.0,2.0,1,99.0,70.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Tempat Ibadah",Ayanti Sahabat Properti Jogja,2025-05-06 02:00:25.150694,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos15943794/,Maguwoharjo,Yogyakarta,5.0,45.0,6919191.919191919,9785714.285714285,0.7070707070707071,0,0.07142857142857142,0.6666666666666666,0.3377697305035044,0.3377697305035044,high,13,0
Rumah mewah 2 lantai semi-furnished lux di Perum elite Tirtasani.,45000000000.0,4.0,3.0,1,307.0,280.0,"Rumah, Full Furnished",hermawani kurnia,2025-05-05 20:00:25.150816,"Sleman, Yogyakarta",/properti/yogyakarta/hos15325501/,Sleman,Yogyakarta,7.0,63.0,146579804.5602606,160714285.7142857,0.9120521172638436,0,0.025,0.75,0.49999999999999994,0.49999999999999994,high,24,0
"Rumah 300 jt-an, 15 Menit Gerbang Tol Jogja, Free BBN dan BPHTB",375000000.0,2.0,1.0,1,106.0,54.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Ning Citra,2025-05-05 14:00:25.150851,"Sleman, Yogyakarta",/properti/yogyakarta/hos17790744/,Sleman,Yogyakarta,3.0,27.0,3537735.849056604,6944444.444444444,0.5094339622641509,1,0.05555555555555555,0.5,0.18651558729958462,0.18651558729958462,medium,24,0
"Rumah 2 Lantai, Cantik, 5 Menit Ke Bandara Adisutjipto",127000000000.0,3.0,2.0,1,110.0,114.0,"Rumah, Dekat Akses Transportasi, Dekat Tempat Ibadah",Arif Faiza,2025-05-05 14:00:25.150863,"Jetis, Yogyakarta",/properti/yogyakarta/hos18092572/,Jetis,Yogyakarta,5.0,45.0,1154545454.5454545,1114035087.7192984,1.0363636363636364,1,0.043859649122807015,0.6666666666666666,0.4356227188480291,0.4356227188480291,very_high,8,0
Rumah Dalam Kota Jogja Bonus Full Perabot,21000000000.0,4.0,3.0,1,133.0,190.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",tri indarto,2025-05-05 14:00:25.150873,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos12238693/,Umbulharjo,Yogyakarta,7.0,63.0,157894736.84210527,110526315.78947368,1.4285714285714286,1,0.03684210526315789,0.75,0.49999999999999994,0.49999999999999994,very_high,26,0
"Rumah Baru Di Timuran/Dekat Prawirotaman, Yogya",22000000000.0,2.0,2.0,1,123.0,112.0,"Rumah, Dekat Pusat Perbelanjaan",Yetti indiawati,2025-05-05 14:00:25.150888,"Mergangsan, Yogyakarta",/properti/yogyakarta/hos16392219/,Mergangsan,Yogyakarta,4.0,36.0,178861788.6178862,196428571.42857143,0.9105691056910569,1,0.03571428571428571,1.0,0.49999999999999983,0.49999999999999983,high,15,0
Promo Villa Mewah Suasana Asri di Maguwoharjo,135000000000.0,3.0,2.0,1,81.0,120.0,Rumah,Rifany Cahyaning,2025-05-03 14:00:25.150923,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17938353/,Maguwoharjo,Yogyakarta,5.0,45.0,1666666666.6666667,1125000000.0,1.4814814814814814,3,0.041666666666666664,0.6666666666666666,0.18078635795552686,0.18078635795552686,very_high,13,0
Rumah Mewah di Jalan Stadion Maguwoharjo,13000000000.0,3.0,2.0,1,81.0,120.0,"Rumah, Dekat Tempat Wisata",Rifany Cahyaning,2025-05-03 14:00:25.150929,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17949100/,Maguwoharjo,Yogyakarta,5.0,45.0,160493827.16049382,108333333.33333333,1.4814814814814814,3,0.041666666666666664,0.6666666666666666,0.18078635795552686,0.18078635795552686,very_high,13,0
Rumah Private Pool Murah Dekat Exit Tol Jogja,360000000.0,2.0,1.0,1,32.0,45.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Rifany Cahyaning,2025-05-04 14:00:25.150946,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17965787/,Maguwoharjo,Yogyakarta,3.0,27.0,11250000.0,8000000.0,1.40625,2,0.06666666666666667,0.5,0.1603868280916841,0.1603868280916841,very_high,13,0
Rumah Besar Di Jual Cepat Di Kota Jogja Dekat Kraton,17000000000.0,3.0,3.0,1,232.0,255.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Tempat Wisata",HAGI WASTU,2025-05-03 14:00:25.150967,"Mantrijeron, Yogyakarta",/properti/yogyakarta/hos17477836/,Mantrijeron,Yogyakarta,6.0,54.0,73275862.06896552,66666666.666666664,1.0991379310344827,3,0.023529411764705882,1.0,0.5000000000000001,0.5000000000000001,very_high,14,0
"Dijual Guest House Di Kota Yogyakarta, Hanya 2 Km Dari Stasiun Tugu",3000000000.0,3.0,1.0,1,192.0,90.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah",Rini Soenoe,2025-05-03 14:00:25.150991,"Tegalrejo, Yogyakarta",/properti/yogyakarta/hos18022830/,Tegalrejo,Yogyakarta,4.0,36.0,15625000.0,33333333.333333332,0.46875,3,0.044444444444444446,0.3333333333333333,0.49999999999999994,0.49999999999999994,low,25,0
"Rumah Tajem Maguwo, Dekat Lotte Mart Jogja",165000000000.0,3.0,3.0,1,200.0,135.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan",Mohammad Munif,2025-05-03 14:00:25.150992,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17165122/,Maguwoharjo,Yogyakarta,6.0,54.0,825000000.0,1222222222.2222223,0.675,3,0.044444444444444446,1.0,0.5000000000000001,0.5000000000000001,medium,13,0
Rumah baru dan bagus di Yogyakarta,23000000000.0,4.0,3.0,1,220.0,170.0,Rumah,Lily,2025-05-03 14:00:25.151041,"Bantul, Yogyakarta",/properti/yogyakarta/hos13996838/,Bantul,Yogyakarta,7.0,63.0,104545454.54545455,135294117.6470588,0.7727272727272727,3,0.041176470588235294,0.75,0.5000000000000003,0.5000000000000003,high,0,0
Rumah 2 Lantai di Utara Bandara Adisutjipto Jogja,127000000000.0,3.0,2.0,1,110.0,114.0,"Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan, Dekat Tempat Ibadah",Arif Faiza,2025-05-02 14:00:25.151045,"Jetis, Yogyakarta",/properti/yogyakarta/hos18082712/,Jetis,Yogyakarta,5.0,45.0,1154545454.5454545,1114035087.7192984,1.0363636363636364,4,0.043859649122807015,0.6666666666666666,0.4356227188480291,0.4356227188480291,very_high,8,0
Dijual Cepat Rumah 2 Lantai di Utara Bandara Adisutjipto,127000000000.0,3.0,2.0,1,110.0,114.0,"Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan, Dekat Tempat Ibadah",Arif Faiza,2025-05-02 14:00:25.151046,"Gondomanan, Yogyakarta",/properti/yogyakarta/hos18082773/,Gondomanan,Yogyakarta,5.0,45.0,1154545454.5454545,1114035087.7192984,1.0363636363636364,4,0.043859649122807015,0.6666666666666666,0.4356227188480291,0.4356227188480291,very_high,7,0
"Dekat Tugu Jogja,ada Kolam Renang,dekat Pusat Kota Jogja",27000000000.0,3.0,3.0,1,180.0,200.0,"Rumah, Full Furnished",Epro Jogja,2025-05-02 14:00:25.151061,"Tegalrejo, Yogyakarta",/properti/yogyakarta/hos18063246/,Tegalrejo,Yogyakarta,6.0,54.0,150000000.0,135000000.0,1.1111111111111112,4,0.03,1.0,0.49999999999999983,0.49999999999999983,very_high,25,0
Rumah Joglo di Bale Joglo Prambanan 3 Dekat Tol Yogyakarta,820000000.0,3.0,2.0,1,129.0,63.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Arum ciptanugraha,2025-05-02 14:00:25.151065,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17895244/,Maguwoharjo,Yogyakarta,5.0,45.0,6356589.147286822,13015873.015873017,0.4883720930232558,4,0.07936507936507936,0.6666666666666666,0.2265718825636368,0.2265718825636368,low,13,0
"Yuk Gercep Promo Khusus 2 Pembeli Pertama, Segera Miliki Unit Joglo di Prambanan",450000000.0,2.0,1.0,1,75.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Arum ciptanugraha,2025-05-02 14:00:25.151066,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17914204/,Maguwoharjo,Yogyakarta,3.0,27.0,6000000.0,12500000.0,0.48,4,0.08333333333333333,0.5,0.1675361751912766,0.1675361751912766,low,13,0
"SHM, Joglo Minimalis Murah, Dijual Promo Launching Hanya 450 Juta di Prambanan",450000000.0,2.0,1.0,1,75.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Yunna ciptanugraha,2025-05-02 14:00:25.151069,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17849485/,Maguwoharjo,Yogyakarta,3.0,27.0,6000000.0,12500000.0,0.48,4,0.08333333333333333,0.5,0.1675361751912766,0.1675361751912766,low,13,0
Rumah Siap Huni Lokasi Strategis Dekat Kantor Pemda Sleman,13000000000.0,4.0,2.0,1,340.0,176.0,"Rumah, Siap Huni, Dekat Landmark",Ayomi Realty,2025-05-01 14:00:25.151093,"Sleman, Yogyakarta",/properti/yogyakarta/hos17859004/,Sleman,Yogyakarta,6.0,54.0,38235294.11764706,73863636.36363636,0.5176470588235295,5,0.03409090909090909,0.5,0.49999999999999994,0.49999999999999994,medium,24,0
"Rumah di Jl Veteran Jogja Kota, Siap Huni, Murah",17000000000.0,3.0,2.0,1,232.0,180.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",VIVA INDCO,2025-05-01 14:00:25.151106,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos18042907/,Umbulharjo,Yogyakarta,5.0,45.0,73275862.06896552,94444444.44444445,0.7758620689655172,5,0.027777777777777776,0.6666666666666666,0.5000000000000001,0.5000000000000001,high,26,0
Rumah Dalam Kota Yogyakarta Dekat Alun Alun Kidul Dan Mallioboro,175000000000.0,3.0,3.0,1,316.0,120.0,"Rumah, Dekat Tempat Wisata",Gede Arya,2025-05-01 14:00:25.151114,"Mantrijeron, Yogyakarta",/properti/yogyakarta/hos15734063/,Mantrijeron,Yogyakarta,6.0,54.0,553797468.3544304,1458333333.3333333,0.379746835443038,5,0.05,1.0,0.5000000000000001,0.5000000000000001,low,14,0
"Dijual Guest House 2 Lantai, Full Furnished di Tengah Kota Yogya",145000000000.0,5.0,5.0,1,90.0,180.0,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah",Dewi Setyarini,2025-04-30 14:00:25.151164,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos13277458/,Umbulharjo,Yogyakarta,10.0,90.0,1611111111.1111112,805555555.5555556,2.0,6,0.05555555555555555,1.0,0.5000000000000001,0.5000000000000001,very_high,26,0
Rumah Free Furnished 2 Lantai Dekat Instiper Jogja,361000000.0,2.0,1.0,1,32.0,45.0,"Rumah, Full Furnished, Dekat Sekolah, Dekat Fasilitas Kesehatan",Rifany Cahyaning,2025-04-30 14:00:25.151202,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17946325/,Maguwoharjo,Yogyakarta,3.0,27.0,11281250.0,8022222.222222222,1.40625,6,0.06666666666666667,0.5,0.1603868280916841,0.1603868280916841,very_high,13,0
Villa Konsep Bohemian di Jogja Utara View Merapi,570000000.0,2.0,1.0,1,59.0,93.0,"Rumah, Dekat Sekolah, Dekat Tempat Ibadah, Dekat Landmark",Rifany Cahyaning,2025-04-30 14:00:25.151233,"Kaliurang, Yogyakarta",/properti/yogyakarta/hos17997379/,Kaliurang,Yogyakarta,3.0,27.0,9661016.949152542,6129032.258064516,1.576271186440678,6,0.03225806451612903,0.5,0.1627094313108973,0.1627094313108973,very_high,9,0
Rumah Dalam Perumahan Maguwoharjo Pinggir Jalan Raya Shm Bagus Sleman,125000000000.0,2.0,2.0,1,142.0,125.0,Rumah,Alfian Febriansyah,2025-04-30 14:00:25.151240,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17071599/,Maguwoharjo,Yogyakarta,4.0,36.0,880281690.1408451,1000000000.0,0.8802816901408451,6,0.032,1.0,0.4999999999999998,0.4999999999999998,high,13,0
Dijual Cepat Rumah Bagus Dekat Kampus Uii Dan Ugm Yogyakarta,24000000000.0,4.0,3.0,1,403.0,220.0,"Rumah, Dekat Sekolah, Dekat Landmark",Zhalia,2025-04-29 14:00:25.151327,"Sleman, Yogyakarta",/properti/yogyakarta/hos17138853/,Sleman,Yogyakarta,7.0,63.0,59553349.87593052,109090909.0909091,0.5459057071960298,7,0.031818181818181815,0.75,0.49999999999999994,0.49999999999999994,medium,24,0
Rumah Baru Siap Huni di Denggung Yogyakarta,650000000.0,3.0,1.0,1,100.0,70.0,"Rumah, Siap Huni",Bella Viva,2025-04-29 14:00:25.151363,"Sleman, Yogyakarta",/properti/yogyakarta/hos17525812/,Sleman,Yogyakarta,4.0,36.0,6500000.0,9285714.285714285,0.7,7,0.05714285714285714,0.3333333333333333,0.3377697305035044,0.3377697305035044,medium,24,0
"Bisa Kredit Pemilik, Jual Rumah di Gamping Sleman",145000000000.0,4.0,2.0,1,138.0,150.0,"Rumah, Full Furnished, Dekat Sekolah",Bella Viva,2025-04-29 14:00:25.151365,"Sleman, Yogyakarta",/properti/yogyakarta/hos17520404/,Sleman,Yogyakarta,6.0,54.0,1050724637.6811594,966666666.6666666,1.0869565217391304,7,0.04,0.5,0.49999999999999967,0.49999999999999967,very_high,24,0
