title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link
"Hanya 7 Menit Dari Upn Rumah 2 Lantai Desain Minimalis Modern","Rp 1,2 Miliar","3","2","1",": 130 m²",": 80 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Novika Novie","Diperbarui 2 minggu yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17964980/"
"Rumah Palagan Siap Huni Dekat Hotel Hyatt Jogja, Monjali","Rp 1,3 Miliar","3","3","1",": 128 m²",": 100 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Putria","Diperbarui 2 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17454924/"
"Rumah Termurah Siap Huni 700JT Di Ngaglik Sleman","Rp 724 Juta","3","2","2",": 104 m²",": 70 m²","Rumah, Siap Huni, Dekat Sekolah, Dekat Tempat Wisata","Aulia Wastu","Diperbarui 2 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17964945/"
"Rumah Baru Strategis 8 Mnit Dari Kotagede di Potorono Banguntapan","Rp 685 Juta","2","1","1",": 85 m²",": 45 m²","Rumah, Dekat Sekolah","Andri KIMahouse","Diperbarui 2 minggu yang lalu oleh","Kotagede, Yogyakarta","/properti/yogyakarta/hos17964942/"
"Dijual Rumah 2 Lantai, Desain Modern Di Maguwoharjo, Depok","Rp 1,78 Miliar","4","3","2",": 118 m²",": 160 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","HAGI WASTU","Diperbarui 2 minggu yang lalu oleh","Depok, Sleman","/properti/sleman/hos16730363/"
"Rumah Bagus Dalam Perum Di Dekat Uii Kaliurang Ngaglik Sleman Yogyakarta","Rp 885 Juta","4","2","2",": 180 m²",": 147 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Landmark","Dyah Okta","Diperbarui 2 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17959838/"
"Rumah Jogja Dijual Dekat Westlake Resto","Rp 2 Miliar","4","3","1",": 208 m²",": 416 m²","Rumah, Full Furnished","Eka Lestari ERA iREA Jogja","Diperbarui 2 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17964889/"
"Sertifikat Hak Milik Cuma 3 Kavling Rumah Mangku Aspal","Rp 451 Juta","3","1","2",": 95 m²",": 42 m²","Rumah","Nurul","Diperbarui 2 minggu yang lalu oleh","Seyegan, Sleman","/properti/sleman/hos17964782/"
"Rumah Siap Huni 800 Jt an 3 Kamar Tidur di Rinroad Timur Jl Jogja solo","Rp 825 Juta","3","2","1",": 99 m²",": 66 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","Kurnia","Diperbarui 2 minggu yang lalu oleh","Depok, Sleman","/properti/sleman/hos17964717/"
"Dijual Rumah 2 Lantai, 5 Menit Dari Bandara Adisutjipto Jogja","Rp 1,45 Miliar","3","3","1",": 110 m²",": 129 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan","Arif Faiza","Diperbarui 2 minggu yang lalu oleh","Gondomanan, Yogyakarta","/properti/yogyakarta/hos17964661/"
"CARI VILLA ??? NIH ADA VILLA JOGLO YANG SIAP JADI HUNIAN ATAU QUEST HOUSE DENGAN VIEW SAWAH DI KALASAN PRAMBANAN JOGJA","Rp 2,3 Miliar","4","2","N/A",": 664 m²",": 200 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Tempat Ibadah","HESTI TYPE","Diperbarui 2 minggu yang lalu oleh","Berbah, Sleman","/properti/sleman/hos17964609/"
"Beli Rumah Dapat Motor Gratis","Rp 505 Juta","3","1","1",": 92 m²",": 60 m²","Rumah","Nurul","Diperbarui 2 minggu yang lalu oleh","Cebongan, Sleman","/properti/sleman/hos17964598/"
"Harga Nego, Rumah Furnish 3 Lantai di Seturan Jogja,","Rp 3,5 Miliar","7","4","1",": 135 m²",": 225 m²","Rumah, Full Furnished","VIVA INDCO","Diperbarui 2 minggu yang lalu oleh","Caturtunggal, Yogyakarta","/properti/yogyakarta/hos17964555/"
"Rumah Dijual Jogja Dekat Westlake Resto","Rp 2 Miliar","4","3","1",": 208 m²",": 416 m²","Rumah, Full Furnished, Dekat Fasilitas Kesehatan","Endang ERA iREA Jogja","Diperbarui 2 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17964487/"
"Rumah Siap Huni Dekat Kampus Isi Jogja Di Sewon","Rp 580 Juta","3","2","N/A",": 126 m²",": 75 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","Hagi Wastu","Diperbarui 2 minggu yang lalu oleh","Sewon, Bantul","/properti/bantul/hos17964416/"
"Elegan Mewah Rumah 2 Lantai Dalam Perumahan Elit Jalan Kaliurang","Rp 2,4 Miliar","5","3","1",": 189 m²",": 200 m²","Rumah, Dekat Sekolah, Dekat Landmark","Novika Novie","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17964333/"
"Rumah Baru Murah Di Prambanan Free Biaya Notaris Balik Nama","Rp 395 Juta","2","1","N/A",": 75 m²",": 45 m²","Rumah, Dekat Sekolah, Dekat Tempat Wisata, Dekat Tempat Ibadah","Hagi Wastu","Diperbarui 2 minggu yang lalu oleh","Prambanan, Sleman","/properti/sleman/hos17964298/"
"Hunian Etnik Smarthome Termurah Di Sedayu Bantul","Rp 553 Juta","2","1","1",": 72 m²",": 48 m²","Rumah, Dekat Sekolah","Rozaq Wastu","Diperbarui 2 minggu yang lalu oleh","Sedayu, Bantul","/properti/bantul/hos17964279/"
"Hotel Bagus Rapi di Yogyakarta di Jalan Utama","Rp 6,5 Miliar","22","22","1",": 340 m²",": 559 m²","Rumah","Susan Ong","Diperbarui 2 minggu yang lalu oleh","Wirobrajan, Yogyakarta","/properti/yogyakarta/hos17219279/"
"Bisa Kpr, Rumah 2 Lantai Dijual di Barat Hyatt Hotel Jogja","Rp 2,05 Miliar","3","3","1",": 191 m²",": 115 m²","Rumah, Dekat Sekolah, Dekat Landmark","VIVA INDCO","Diperbarui 2 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17964261/"
"Hunian Etnik Smarthome Termurah Di Sedayu Bantul","Rp 553 Juta","3","2","1",": 72 m²",": 48 m²","Rumah, Dekat Sekolah","Bintang Octaviano Wastu","Diperbarui 2 minggu yang lalu oleh","Sedayu, Bantul","/properti/bantul/hos17964239/"
"Dalam Mini Cluster Rumah Baru Dekat Uii Minimalis Jalan Kaliurang","Rp 875 Juta","3","2","1",": 140 m²",": 85 m²","Rumah, Dekat Sekolah, Dekat Landmark","Novika Novie","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17964214/"
"Rumah Baru Siap Huni Tanah Luas Di Prambanan Sleman","Rp 610 Juta","3","2","N/A",": 187 m²",": 110 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","Hagi Wastu","Diperbarui 2 minggu yang lalu oleh","Prambanan, Sleman","/properti/sleman/hos17964210/"
"Hunian Etnik Smarthome Termurah Di Sedayu Bantul","Rp 553 Juta","3","2","1",": 72 m²",": 48 m²","Rumah, Dekat Sekolah","Isnan Wastu","Diperbarui 2 minggu yang lalu oleh","Sedayu, Bantul","/properti/bantul/hos17964194/"
"Rumah Modern Minimalis 500 Jt an di Jl Pakem seyegan","Rp 520 Juta","2","1","1",": 114 m²",": 60 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Fasilitas Kesehatan","Kurnia","Diperbarui 2 minggu yang lalu oleh","Seyegan, Sleman","/properti/sleman/hos17964030/"
"Dijual Rumah Murah Minimalis Diskon 17 Jt Cash Keras, Belakang Umy","Rp 470 Juta","2","1","1",": 80 m²",": 40 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah","Hatta (Adi Jaya Berlian Property)","Diperbarui 2 minggu yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17964021/"
"Dijual Rumah Minimalis Diskon 17 Jt Cash Keras, Dekat Kota Jogja","Rp 470 Juta","2","1","1",": 80 m²",": 40 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah","Hatta (Adi Jaya Berlian Property)","Diperbarui 2 minggu yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17963970/"
"Dijual Rumah Cantik Minimalis Cash Keras Diskon 17 Jt, Selatan Umy","Rp 470 Juta","2","1","1",": 80 m²",": 40 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah","Hatta (Adi Jaya Berlian Property)","Diperbarui 2 minggu yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17963893/"
"Rumah 2 Lantai, Garasi 2 Mobil, Jakal Km.13, Jogja, Dekat Uii","Rp 1,52 Miliar","4","3","1",": 104 m²",": 140 m²","Rumah, Dekat Sekolah, Dekat Landmark","Putria","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17434713/"
"Dijual Rumah Minimalis Promo Kpr 17 Jt All In, Dekat Kota Jogja","Rp 487 Juta","2","1","1",": 80 m²",": 40 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah","Hatta (Adi Jaya Berlian Property)","Diperbarui 2 minggu yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17963843/"
"Perumahan Griya Rajawali 500 Jt an di Jl Lpmp Kalasan","Rp 549 Juta","2","1","1",": 90 m²",": 45 m²","Rumah, Dekat Fasilitas Kesehatan","Kurnia","Diperbarui 2 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17963802/"
"Rumah Murah Furnished Free Pajak Pembeli Di Ngaglik, Sleman","Rp 720 Juta","2","1","N/A",": 91 m²",": 50 m²","Rumah, Full Furnished, Dekat Sekolah, Dekat Landmark","Hagi Wastu","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17963775/"
"Dijual Rumah Murah Minimalis Promo Kpr 17 Jt All In, Dekat Umy","Rp 487 Juta","2","1","1",": 80 m²",": 40 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah","Hatta (Adi Jaya Berlian Property)","Diperbarui 2 minggu yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17963770/"
"RUMAH 2LT DALAM PERUMAHAN DEKAT KAMPUS PERTANAHAN","Rp 2,5 Miliar","4","3","N/A",": 126 m²",": 252 m²","Rumah, Dekat Sekolah","SUNTORO HGCN","Diperbarui 2 minggu yang lalu oleh","Godean, Sleman","/properti/sleman/hos17963762/"
"Dijual Rumah Siap Huni Area Timur Stadion Jogja Bay Maguwoharjo","Rp 750 Juta","3","2","1",": 150 m²",": 90 m²","Rumah, Siap Huni, Dekat Sekolah","Brigitta Yulia","Diperbarui 2 minggu yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17963685/"
"Dijual Rumah Minimalis Promo Kpr 17 Jt All In, Area Kampus Umy","Rp 470 Juta","2","1","1",": 80 m²",": 40 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah","Hatta (Adi Jaya Berlian Property)","Diperbarui 2 minggu yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17963720/"
"Rumah Cantik Siap Huni Di Maguwoharjo Sleman 1,65M","Rp 1,64 Miliar","3","3","2",": 130 m²",": 130 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Aulia Wastu","Diperbarui 2 minggu yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17963708/"
"Rumah Mewah, 2 Lantai, Dekat Exit Tol Maguwoharjo, Sleman","Rp 1,65 Miliar","3","3","2",": 130 m²",": 130 m²","Rumah, Bebas Banjir, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","Hagi Wastu","Diperbarui 2 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17963706/"
"Dijual Rumah Baru, Modern Di Wedomartani, Ngemplak","Rp 450 Juta","2","2","1",": 80 m²",": 60 m²","Rumah, Bebas Banjir, Dekat Sekolah, Dekat Tempat Wisata","Hagi Wastu","Diperbarui 2 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17963639/"
"Rumah Murah Harga 300 Jutaan 7 Menit Ke Pasar Sleman","Rp 397 Juta","2","1","1",": 101 m²",": 42 m²","Rumah, Dekat Sekolah, Dekat Landmark","Hagi Wastu","Diperbarui 2 minggu yang lalu oleh","Sleman, Sleman","/properti/sleman/hos17963593/"
"Rumah di Jogja, Dekat Jalan Kaliurang Km.13, Lantai 2","Rp 1,52 Miliar","4","3","1",": 104 m²",": 140 m²","Rumah, Dekat Sekolah, Dekat Landmark","Raven","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17604301/"
"SMART HOME SMART VILLA PERTAMA DI JOGJA 15 MENIT KE MALIOBORO","Rp 3,2 Miliar","4","4","2",": 281 m²",": 195 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","HAGI WASTU","Diperbarui 2 minggu yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17835329/"
"Rumah Scandinavian Mezzanine di Purwomartani, Kalasan","Rp 450 Juta","2","1","1",": 63 m²",": 52 m²","Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata","Ramadhandi","Diperbarui 2 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17963569/"
"ISTIMEWA 2 LANTAIISTIMEWA 2 LANTAIISTIMEWA 2 LANTAIRUMAH MEWAH 2 LANTAI ISTIMEWA BERKUALITAS DENGAN TATA RUANG NYAMAN DI DEKAT RSUD. PRAMBANAN SLEMAN","Rp 1,2 Miliar","3","3","2",": 110 m²",": 125 m²","Rumah","Muhlisin panoramicland","Diperbarui 2 minggu yang lalu oleh","Prambanan, Sleman","/properti/sleman/hos14531061/"
"Rumah Siap Huni 400 Jt An Bisa Kpr di Jl Godean Km 12","Rp 465 Juta","2","1","1",": 85 m²",": 50 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Kurnia","Diperbarui 2 minggu yang lalu oleh","Godean, Sleman","/properti/sleman/hos17963544/"
"Rumah Promo Murah Baru SHM Di Seyegan Sleman","Rp 299 Juta","2","1","1",": 60 m²",": 30 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Hagi Wastu","Diperbarui 2 minggu yang lalu oleh","Seyegan, Sleman","/properti/sleman/hos17963540/"
"Rumah Modern Dekat Jl Magelang Km.15 400JT an Bisa Kpr","Rp 490 Juta","2","1","1",": 92 m²",": 36 m²","Rumah, Dekat Sekolah","DINA","Diperbarui 2 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17963531/"
"Rumah Dekat Exit Tol Gamping, Jogj Jl. Wates, 200 JUTAAN","Rp 299 Juta","2","1","1",": 84 m²",": 84 m²","Rumah, Bebas Banjir, Dekat Akses Transportasi, Dekat Sekolah","Raven","Diperbarui 2 minggu yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17709340/"
"Rumah 2 Lantai Baru Furnished Siap Ditempati di Area Maguwoharjo","Rp 2,5 Miliar","4","3","1",": 123 m²",": 200 m²","Rumah, Full Furnished, Siap Huni","Ayomi Realty","Diperbarui 2 minggu yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17775881/"
"Rumah Mewah di Jl Kaliurang Km 8, Yogyakarta","Rp 4,5 Miliar","5","4","N/A",": 365 m²",": 390 m²","Rumah, Dekat Landmark","VIVA INDCO","Diperbarui 1 minggu yang lalu oleh","Kaliurang, Yogyakarta","/properti/yogyakarta/hos14543285/"
"Dijual Murah Rumah Baru Dan Siap Huni Di Purwomartani","Rp 575 Juta","2","1","1",": 90 m²",": 50 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Rozaq Wastu","Diperbarui 2 minggu yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos17963420/"
"Dijual Murah Rumah Baru Dan Siap Huni Di Purwomartani","Rp 575 Juta","2","1","1",": 90 m²",": 50 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Bintang Octaviano Wastu","Diperbarui 2 minggu yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos17963399/"
"Limasan Minimalis Cantik di Bawah 300 Juta Berlokasi di Prambanan Utara","Rp 245 Juta","1","1","1",": 60 m²",": 36 m²","Rumah, Dekat Tempat Ibadah","Arum ciptanugraha","Diperbarui 2 minggu yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos17963392/"
"Dijual Murah Rumah Baru Dan Siap Huni Di Purwomartani","Rp 575 Juta","2","1","1",": 90 m²",": 50 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Isnan Wastu","Diperbarui 2 minggu yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos17963383/"
"1 Unit Rumah Cantik Siap Huni Dijual Murah Di Purwomartani","Rp 725 Juta","4","2","1",": 140 m²",": 100 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","Rozaq Wastu","Diperbarui 2 minggu yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos17963319/"
"1 Unit Rumah Cantik Siap Huni Dijual Murah Di Purwomartani","Rp 725 Juta","4","2","1",": 140 m²",": 100 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","Bintang Octaviano Wastu","Diperbarui 2 minggu yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos17963273/"
"1 Unit Rumah Cantik Siap Huni Dijual Murah Di Purwomartani","Rp 725 Juta","4","2","1",": 140 m²",": 100 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","Isnan Wastu","Diperbarui 2 minggu yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos17963255/"
"Rumah Siap Huni Dalam Perumahan Dekat Smpn 1 Ngemplak","Rp 810 Juta","3","2","2",": 124 m²",": 90 m²","Rumah, Siap Huni, Dekat Sekolah","Rozaq Wastu","Diperbarui 2 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17963173/"
"Murah Siap Huni Rumah 2KT 1KM di Banguntapan Dekat Giwangan SHM","Rp 492 Juta","2","1","1",": 72 m²",": 43 m²","Rumah, Siap Huni, Dekat Sekolah","Andri KIMahouse","Diperbarui 2 minggu yang lalu oleh","Bantul, Yogyakarta","/properti/yogyakarta/hos17963122/"
"Rumah Siap Huni Dalam Perumahan Dekat Smpn 1 Ngemplak","Rp 810 Juta","3","2","2",": 124 m²",": 90 m²","Rumah, Siap Huni, Dekat Sekolah","Isnan Wastu","Diperbarui 2 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17963108/"
"Dijual Rumah Siap Huni Di Timur Jl. Raya Lpmp Kalasan Sleman","Rp 580 Juta","3","2","1",": 104 m²",": 80 m²","Rumah, Siap Huni, Dekat Fasilitas Kesehatan, Dekat Tempat Ibadah","One Point property","Diperbarui 2 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17963053/"
"Rumah Siap Huni Free Kanopi Dan Pagar di Jl Kebon Agung Sleman","Rp 725 Juta","3","2","1",": 114 m²",": 71 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Kurnia","Diperbarui 2 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17963052/"
"Rumah Idaman Design Mewah Minimalis Di Maguwoharjo Sleman","Rp 2,49 Miliar","5","3","2",": 123 m²",": 200 m²","Rumah, Full Furnished, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","Aulia Wastu","Diperbarui 2 minggu yang lalu oleh","Depok, Sleman","/properti/sleman/hos17962992/"
"Promo Rumah Murah Baru Di Seyegan Sleman","Rp 299 Juta","2","1","1",": 60 m²",": 30 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","HAGI WASTU","Diperbarui 2 minggu yang lalu oleh","Seyegan, Sleman","/properti/sleman/hos17962910/"
"Rumah Minimalis Siap Huni di Sleman Dekat Rs Pku Gamping","Rp 450 Juta","2","1","1",": 100 m²",": 50 m²","Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan","Siska Core","Diperbarui 2 minggu yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17962775/"
"Investasi Terbaik, Punya Rumah Cantik Smarthome System di Jogja Timur","Rp 735 Juta","2","1","1",": 100 m²",": 45 m²","Rumah, Dekat Sekolah, Dekat Tempat Ibadah","Arum ciptanugraha","Diperbarui 2 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17962902/"
"Rumah 2 Lantai Jogja Seberang Waterpark Citragrand SHM + Imb","Rp 2,74 Miliar","4","3","2",": 187 m²",": 135 m²","Rumah, Dekat Sekolah","Mia","Diperbarui 2 minggu yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17962820/"
"Rumah di Jogja 200 M Dari Jalan Wates SHM + Imb","Rp 2,74 Miliar","4","3","2",": 187 m²",": 135 m²","Rumah, Dekat Sekolah","Mia","Diperbarui 2 minggu yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17962816/"
"Rumah Sleman Include Private Pool 200 M Dari Jalan Wates","Rp 2,9 Miliar","4","3","2",": 213 m²",": 135 m²","Rumah, Dekat Sekolah","Mia","Diperbarui 2 minggu yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17962814/"
"Rumah 2 Lantai Jogja Dekat Citragrand Gamping Plus Kolam Renang","Rp 2,9 Miliar","4","3","2",": 213 m²",": 135 m²","Rumah, Dekat Sekolah","Mia","Diperbarui 2 minggu yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17962811/"
"Rumah Mewah Sleman Lingkungan Perumahan Selangkah Ke Waterpark Citragrand","Rp 2,9 Miliar","4","3","2",": 213 m²",": 135 m²","Rumah, Dekat Sekolah","Mia","Diperbarui 2 minggu yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17962807/"
"TANAH BONUS BANGUNAN DIATASNYA DITENGAH LINGKUNGAN KAMPUS JOGJA, GLAGAHSARI UMBULHARJO, SELATAN BALAIKOTA JOGJA","Rp 7,63 Miliar","9","9","N/A",": 545 m²",": 350 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark","SARJITO (IVAI)","Diperbarui 2 minggu yang lalu oleh","Umbulharjo, Yogyakarta","/properti/yogyakarta/hos17962727/"
"Rumah di Pleret dekat Kampus UAD","Rp 407 Juta","2","1","N/A",": 80 m²",": 45 m²","Rumah, Dekat Sekolah","hamdan nugroho","Diperbarui 2 minggu yang lalu oleh","Jetis, Bantul","/properti/bantul/hos7953346/"
"Dijual Rumah Siap Huni Di Purwomartani Kalasan Sleman","Rp 580 Juta","3","2","1",": 100 m²",": 80 m²","Rumah, Siap Huni, Dekat Fasilitas Kesehatan, Dekat Tempat Ibadah","One Point property","Diperbarui 2 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17962391/"
"Rumah Cantik 2 Lantai Strategis Dalam Perum Elite Mlati Sleman","Rp 1,9 Miliar","3","2","1",": 136 m²",": 165 m²","Rumah, Dekat Sekolah","umi susanti","Diperbarui 2 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17962187/"
"Cluster Cantik Lengkap Dengan Privat Pool Timur Pasar Gentan","Rp 1,4 Miliar","3","2","1",": 120 m²",": 90 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Landmark","Yakob property GT","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17962038/"
"Dijual Rumah Mewah di Yogyakarta Dekat Kota Jogja","Rp 1,42 Miliar","3","2","1",": 90 m²",": 1120 m²","Rumah, Dekat Tempat Wisata, Dekat Landmark","Akatara Indah Land","Diperbarui 2 minggu yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos17598536/"
"Dijual Rumah 2 Lantai Area Sleman Jogja Dekat Sleman City Hall","Rp 1,95 Miliar","3","2","1",": 126 m²",": 120 m²","Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah","Akatara Indah Land","Diperbarui 2 minggu yang lalu oleh","Sleman, Sleman","/properti/sleman/hos17561018/"
"Investasi Terbaik, Punya Rumah Cantik Smarthome System di Jogja Timur","Rp 735 Juta","2","1","1",": 100 m²",": 45 m²","Rumah, Dekat Sekolah, Dekat Tempat Ibadah","Arum ciptanugraha","Diperbarui 2 minggu yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17962023/"
"Rumah Cantik 2 Lantai Dalam Perumahan Ngaglik","Rp 1,6 Miliar","5","4","2",": 166 m²",": 147 m²","Rumah, Dekat Tempat Ibadah","umi susanti","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17962010/"
"Siap Di Tempati Rumah One Gate Perumahan Purwomartani","Rp 475 Juta","2","2","1",": 90 m²",": 50 m²","Rumah, Siap Huni","Yakob property GT","Diperbarui 2 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17961972/"
"Rumah Idaman Terlaris Di Ngaglik Sleman 1,5M Siap Huni","Rp 1,54 Miliar","4","4","2",": 120 m²",": 200 m²","Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan","Aulia Wastu","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17961973/"
"Miliki Segera Hunian Kamar Banyak Dekat Kampus Uii","Rp 2 Miliar","16","11","1",": 221 m²",": 630 m²","Rumah, Siap Huni, Dekat Sekolah","Yakob property GT","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17961860/"
"Murah Banget! Rumah Cantik Minimalsi Imut - Harga Super Ekonomis Dalam Perumahan Di Tamanan Banguntapan Dekat Giwangan","Rp 450 Juta","2","1","1",": 60 m²",": 45 m²","Rumah","Zakia Netra Kencana","Diperbarui 2 minggu yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos17943166/"
"Villa Resto di Yogyakarta Dijual, View Sawah Dan Gunung Merapi","Rp 29,5 Miliar","15","15","8",": 1900 m²",": 760 m²","Rumah, Full Furnished, Dekat Sekolah, Dekat Tempat Wisata","Mario/Desy","Diperbarui 2 minggu yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16438357/"
"Dalam Perumahan One Gate Di Tamantirto Dekat Madukismo","Rp 700 Juta","2","2","1",": 90 m²",": 54 m²","Rumah, Siap Huni, Dekat Sekolah","Yakob property GT","Diperbarui 1 minggu yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17961779/"
"Rumah Impian Gaya Jepang di Kulon Progo Cuma 200 Jutaan","Rp 250 Juta","2","1","1",": 71 m²",": 36 m²","Rumah","Nano Jayantaka","Diperbarui 2 minggu yang lalu oleh","Pengasih, Kulon Progo","/properti/kulon-progo/hos17961751/"
"Rumah 200 Jutaan Bergaya Jepang di Kulon Progo","Rp 250 Juta","2","1","1",": 71 m²",": 36 m²","Rumah","Nano Jayantaka","Diperbarui 2 minggu yang lalu oleh","Pengasih, Kulon Progo","/properti/kulon-progo/hos17961749/"
"Rumah Minimalis Jepang di Kulon Progo Harga Terjangkau 200 Jutaan","Rp 250 Juta","2","1","1",": 70 m²",": 36 m²","Rumah","Nano Jayantaka","Diperbarui 2 minggu yang lalu oleh","Pengasih, Kulon Progo","/properti/kulon-progo/hos17961745/"
